Date	VIX Open
04.08.2005	12,12
05.08.2005	11,82
08.08.2005	12,56
09.08.2005	12,25
10.08.2005	12,03
11.08.2005	12,34
12.08.2005	12,36
15.08.2005	12,87
16.08.2005	12,37
17.08.2005	13,35
18.08.2005	13,47
19.08.2005	12,84
22.08.2005	13,67
23.08.2005	13,63
24.08.2005	13,56
25.08.2005	13,92
26.08.2005	13,79
29.08.2005	14,34
30.08.2005	13,49
31.08.2005	13,37
01.09.2005	12,86
02.09.2005	13,21
06.09.2005	14,17
07.09.2005	13,06
08.09.2005	12,72
09.09.2005	12,46
12.09.2005	11,66
13.09.2005	11,76
14.09.2005	12,79
15.09.2005	12,72
16.09.2005	11,89
19.09.2005	12,17
20.09.2005	12,23
21.09.2005	13,07
22.09.2005	13,85
23.09.2005	13,64
26.09.2005	13,27
27.09.2005	13,06
28.09.2005	12,6
29.09.2005	12,92
30.09.2005	12,42
03.10.2005	12,37
04.10.2005	12,5
05.10.2005	13,15
06.10.2005	14,53
07.10.2005	14,56
10.10.2005	14,93
11.10.2005	15,35
12.10.2005	15,56
13.10.2005	16,32
14.10.2005	15,99
17.10.2005	15,3
18.10.2005	14,92
19.10.2005	15,63
20.10.2005	14,18
21.10.2005	15,53
24.10.2005	16,18
25.10.2005	14,96
26.10.2005	14,8
27.10.2005	14,73
28.10.2005	15,45
31.10.2005	14,04
01.11.2005	14,85
02.11.2005	14,99
03.11.2005	13,12
04.11.2005	12,88
07.11.2005	13,11
08.11.2005	13,61
09.11.2005	13,14
10.11.2005	12,68
11.11.2005	11,82
14.11.2005	11,99
15.11.2005	12,16
16.11.2005	12,22
17.11.2005	11,92
18.11.2005	11,19
21.11.2005	11,18
22.11.2005	11,01
23.11.2005	10,96
25.11.2005	11,04
28.11.2005	11,34
29.11.2005	11,77
30.11.2005	11,84
01.12.2005	12,09
02.12.2005	11,1
05.12.2005	11,45
06.12.2005	11,16
07.12.2005	11,49
08.12.2005	11,88
09.12.2005	11,91
12.12.2005	10,86
13.12.2005	10,57
14.12.2005	10,75
15.12.2005	10,66
16.12.2005	10,7
19.12.2005	11,11
20.12.2005	11,32
21.12.2005	10,71
22.12.2005	10,82
23.12.2005	10,37
27.12.2005	10,97
28.12.2005	11,55
29.12.2005	11,36
30.12.2005	11,96
03.01.2006	12,25
04.01.2006	11,22
05.01.2006	11,43
06.01.2006	11,23
09.01.2006	11,35
10.01.2006	11,39
11.01.2006	11,03
12.01.2006	10,98
13.01.2006	11,4
17.01.2006	12,13
18.01.2006	12,62
19.01.2006	12,12
20.01.2006	12,1
23.01.2006	14,44
24.01.2006	13,79
25.01.2006	12,95
26.01.2006	12,89
27.01.2006	12,27
30.01.2006	12,22
31.01.2006	12,45
01.02.2006	13,03
02.02.2006	12,54
03.02.2006	13,37
06.02.2006	13,43
07.02.2006	13,2
08.02.2006	13,41
09.02.2006	12,56
10.02.2006	13,35
13.02.2006	13,34
14.02.2006	13,09
15.02.2006	12,43
16.02.2006	12,19
17.02.2006	11,64
21.02.2006	12,36
22.02.2006	12,27
23.02.2006	11,86
24.02.2006	11,94
27.02.2006	11,79
28.02.2006	11,74
01.03.2006	12,05
02.03.2006	11,79
03.03.2006	12,03
06.03.2006	12,22
07.03.2006	12,92
08.03.2006	12,83
09.03.2006	12,21
10.03.2006	12,52
13.03.2006	11,72
14.03.2006	11,61
15.03.2006	11,17
16.03.2006	10,59
17.03.2006	11,56
20.03.2006	12,11
21.03.2006	11,71
22.03.2006	11,71
23.03.2006	11,19
24.03.2006	11,23
27.03.2006	11,46
28.03.2006	11,69
29.03.2006	11,46
30.03.2006	11,03
31.03.2006	11,42
03.04.2006	11,47
04.04.2006	11,66
05.04.2006	11,24
06.04.2006	11,34
07.04.2006	11,44
10.04.2006	12,44
11.04.2006	12,09
12.04.2006	13,08
13.04.2006	12,93
17.04.2006	12,8
18.04.2006	12,55
19.04.2006	11,52
20.04.2006	11,3
21.04.2006	11,24
24.04.2006	12,26
25.04.2006	11,71
26.04.2006	11,76
27.04.2006	12,27
28.04.2006	12,13
01.05.2006	11,83
02.05.2006	12,2
03.05.2006	12,21
04.05.2006	11,92
05.05.2006	11,39
08.05.2006	11,98
09.05.2006	12,1
10.05.2006	12,22
11.05.2006	12,33
12.05.2006	12,71
15.05.2006	15,12
16.05.2006	13,49
17.05.2006	13,83
18.05.2006	15,54
19.05.2006	16,16
22.05.2006	18,55
23.05.2006	16,7
24.05.2006	17,87
25.05.2006	16,67
26.05.2006	14,92
30.05.2006	15,39
31.05.2006	18,09
01.06.2006	16,47
02.06.2006	14,17
05.06.2006	14,97
06.06.2006	16,72
07.06.2006	17,21
08.06.2006	17,92
09.06.2006	17,9
12.06.2006	18,13
13.06.2006	20,95
14.06.2006	23,45
15.06.2006	21,05
16.06.2006	16,56
19.06.2006	16,06
20.06.2006	17,52
21.06.2006	16,67
22.06.2006	15,95
23.06.2006	16,41
26.06.2006	16,55
27.06.2006	15,58
28.06.2006	16,02
29.06.2006	15,28
30.06.2006	12,9
03.07.2006	13,29
05.07.2006	13,92
06.07.2006	14,04
07.07.2006	13,9
10.07.2006	14,17
11.07.2006	14,31
12.07.2006	13,39
13.07.2006	15,17
14.07.2006	17,57
17.07.2006	18,73
18.07.2006	18,2
19.07.2006	17,62
20.07.2006	15,1
21.07.2006	16,23
24.07.2006	17,08
25.07.2006	15,44
26.07.2006	15,04
27.07.2006	14,26
28.07.2006	14,73
31.07.2006	15,01
01.08.2006	15,49
02.08.2006	14,93
03.08.2006	15,1
04.08.2006	14,03
07.08.2006	14,98
08.08.2006	15,2
09.08.2006	14,76
10.08.2006	15,56
11.08.2006	14,72
14.08.2006	14,15
15.08.2006	13,57
16.08.2006	12,69
17.08.2006	12,69
18.08.2006	12,11
21.08.2006	12,4
22.08.2006	12,42
23.08.2006	12,26
24.08.2006	12,24
25.08.2006	12,41
28.08.2006	12,92
29.08.2006	12,27
30.08.2006	12,14
31.08.2006	12,23
01.09.2006	12,14
05.09.2006	12,8
06.09.2006	13,06
07.09.2006	14,07
08.09.2006	13,79
11.09.2006	13,95
12.09.2006	13,04
13.09.2006	11,4
14.09.2006	11,36
15.09.2006	11,49
18.09.2006	12,28
19.09.2006	11,96
20.09.2006	11,75
21.09.2006	11,43
22.09.2006	12,47
25.09.2006	12,97
26.09.2006	12,23
27.09.2006	11,65
28.09.2006	11,64
29.09.2006	11,75
02.10.2006	12,45
03.10.2006	12,68
04.10.2006	12,64
05.10.2006	11,94
06.10.2006	11,99
09.10.2006	12,07
10.10.2006	11,77
11.10.2006	11,75
12.10.2006	11,5
13.10.2006	11,17
16.10.2006	11,07
17.10.2006	11,36
18.10.2006	11,44
19.10.2006	11,51
20.10.2006	11,06
23.10.2006	11,15
24.10.2006	11,25
25.10.2006	10,88
26.10.2006	10,56
27.10.2006	10,66
30.10.2006	11,36
31.10.2006	11,1
01.11.2006	10,93
02.11.2006	11,61
03.11.2006	11,16
06.11.2006	11,39
07.11.2006	11,06
08.11.2006	11,41
09.11.2006	10,65
10.11.2006	11,01
13.11.2006	11,19
14.11.2006	10,89
15.11.2006	10,47
16.11.2006	10,13
17.11.2006	10,37
20.11.2006	10,42
21.11.2006	10,05
22.11.2006	10,02
24.11.2006	10,81
27.11.2006	11,26
28.11.2006	12,48
29.11.2006	11,41
30.11.2006	10,88
01.12.2006	11,07
04.12.2006	12,01
05.12.2006	11,13
06.12.2006	11,39
07.12.2006	11,35
08.12.2006	12,58
11.12.2006	11,88
12.12.2006	11,2
13.12.2006	10,45
14.12.2006	10,74
15.12.2006	9,68
18.12.2006	10,64
19.12.2006	11,06
20.12.2006	10,3
21.12.2006	10,36
22.12.2006	10,59
26.12.2006	12,03
27.12.2006	11,12
28.12.2006	10,84
29.12.2006	10,95
03.01.2007	12,16
04.01.2007	12,4
05.01.2007	11,84
08.01.2007	12,48
09.01.2007	11,86
10.01.2007	12,34
11.01.2007	11,42
12.01.2007	10,93
16.01.2007	10,64
17.01.2007	10,9
18.01.2007	10,65
19.01.2007	10,8
22.01.2007	10,77
23.01.2007	10,77
24.01.2007	10,41
25.01.2007	9,99
26.01.2007	10,95
29.01.2007	11,5
30.01.2007	11,28
31.01.2007	11,09
01.02.2007	10,32
02.02.2007	10,3
05.02.2007	10,53
06.02.2007	10,55
07.02.2007	10,31
08.02.2007	10,49
09.02.2007	10,42
12.02.2007	11,33
13.02.2007	11,42
14.02.2007	10,19
15.02.2007	10,28
16.02.2007	10,42
20.02.2007	10,62
21.02.2007	10,48
22.02.2007	10,23
23.02.2007	10,41
26.02.2007	10,59
27.02.2007	12,12
28.02.2007	17,21
01.03.2007	17,76
02.03.2007	16,7
05.03.2007	20,4
06.03.2007	18,31
07.03.2007	16,25
08.03.2007	14,34
09.03.2007	13,7
12.03.2007	14,96
13.03.2007	14,87
14.03.2007	17,63
15.03.2007	16,91
16.03.2007	15,38
19.03.2007	15,82
20.03.2007	15,01
21.03.2007	13,27
22.03.2007	12,29
23.03.2007	13,13
26.03.2007	13,39
27.03.2007	13,35
28.03.2007	14,28
29.03.2007	14,45
30.03.2007	14,94
02.04.2007	14,91
03.04.2007	14,02
04.04.2007	13,82
05.04.2007	13,57
09.04.2007	13,26
10.04.2007	13,33
11.04.2007	12,72
12.04.2007	13,65
13.04.2007	12,67
16.04.2007	11,86
17.04.2007	11,7
18.04.2007	12,48
19.04.2007	13,16
20.04.2007	12,03
23.04.2007	12,6
24.04.2007	13,12
25.04.2007	12,74
26.04.2007	13,16
27.04.2007	13,12
30.04.2007	12,9
01.05.2007	14,1
02.05.2007	13,52
03.05.2007	13,01
04.05.2007	12,91
07.05.2007	13,34
08.05.2007	13,48
09.05.2007	13,43
10.05.2007	13,31
11.05.2007	13,47
14.05.2007	13,26
15.05.2007	13,88
16.05.2007	14,02
17.05.2007	13,62
18.05.2007	13,01
21.05.2007	13,24
22.05.2007	12,09
23.05.2007	12,77
24.05.2007	13,15
25.05.2007	13,81
29.05.2007	13,86
30.05.2007	14,18
31.05.2007	12,78
01.06.2007	12,77
04.06.2007	13,47
05.06.2007	13,58
06.06.2007	14,07
07.06.2007	15,08
08.06.2007	16,75
11.06.2007	15,31
12.06.2007	15,46
13.06.2007	16,05
14.06.2007	14,76
15.06.2007	13,01
18.06.2007	14,42
19.06.2007	13,78
20.06.2007	12,77
21.06.2007	14,8
22.06.2007	14,45
25.06.2007	16,5
26.06.2007	16,46
27.06.2007	18,87
28.06.2007	15,7
29.06.2007	15,25
02.07.2007	16,48
03.07.2007	14,96
05.07.2007	15,37
06.07.2007	15,36
09.07.2007	15,34
10.07.2007	15,88
11.07.2007	17,69
12.07.2007	16,39
13.07.2007	15,39
16.07.2007	15,57
17.07.2007	15,58
18.07.2007	16,38
19.07.2007	15,43
20.07.2007	15,39
23.07.2007	16,62
24.07.2007	17,63
25.07.2007	17,77
26.07.2007	19,41
27.07.2007	20,34
30.07.2007	23,64
31.07.2007	20,08
01.08.2007	23,71
02.08.2007	22,94
03.08.2007	21,52
06.08.2007	25,32
07.08.2007	23,33
08.08.2007	20,97
09.08.2007	24,46
10.08.2007	28,04
13.08.2007	28,02
14.08.2007	25,56
15.08.2007	28,22
16.08.2007	32,68
17.08.2007	25,25
20.08.2007	29,87
21.08.2007	26,39
22.08.2007	24,33
23.08.2007	22,47
24.08.2007	22,75
27.08.2007	22,24
28.08.2007	23,87
29.08.2007	25,87
30.08.2007	25,4
31.08.2007	23,53
04.09.2007	21,93
05.09.2007	24,03
06.09.2007	24,43
07.09.2007	25,98
10.09.2007	26,91
11.09.2007	27,11
12.09.2007	25,97
13.09.2007	25,01
14.09.2007	26,38
17.09.2007	26,45
18.09.2007	25,79
19.09.2007	19,96
20.09.2007	20,47
21.09.2007	19,44
24.09.2007	19,04
25.09.2007	20,25
26.09.2007	17,92
27.09.2007	17,12
28.09.2007	17,23
01.10.2007	18,44
02.10.2007	17,67
03.10.2007	18,88
04.10.2007	18,65
05.10.2007	17,55
08.10.2007	17,73
09.10.2007	17,15
10.10.2007	16,42
11.10.2007	16,15
12.10.2007	18,68
15.10.2007	18,14
16.10.2007	20,07
17.10.2007	18,76
18.10.2007	19,16
19.10.2007	19,15
22.10.2007	23,89
23.10.2007	21,29
24.10.2007	21,16
25.10.2007	20,84
26.10.2007	19,84
29.10.2007	19,93
30.10.2007	20,46
31.10.2007	20,53
01.11.2007	19,89
02.11.2007	22,56
05.11.2007	25,25
06.11.2007	23,5
07.11.2007	23,15
08.11.2007	26,45
09.11.2007	27,96
12.11.2007	30,57
13.11.2007	27,47
14.11.2007	23,35
15.11.2007	26,96
16.11.2007	27,04
19.11.2007	26,74
20.11.2007	26,12
21.11.2007	26,3
23.11.2007	26,42
26.11.2007	26,46
27.11.2007	28,14
28.11.2007	25,14
29.11.2007	24,59
30.11.2007	22,67
03.12.2007	23,59
04.12.2007	24,3
05.12.2007	22,72
06.12.2007	22,68
07.12.2007	20,69
10.12.2007	21,16
11.12.2007	20,69
12.12.2007	20,82
13.12.2007	23,53
14.12.2007	23,53
17.12.2007	24,13
18.12.2007	23,7
19.12.2007	22,62
20.12.2007	21,02
21.12.2007	19,82
24.12.2007	19,08
26.12.2007	19,37
27.12.2007	19,15
28.12.2007	19,59
31.12.2007	21,87
02.01.2008	22,58
03.01.2008	23,11
04.01.2008	23,5
07.01.2008	24,62
08.01.2008	23,27
09.01.2008	25,61
10.01.2008	24,56
11.01.2008	24,04
14.01.2008	23,76
15.01.2008	24,1
16.01.2008	23,9
17.01.2008	24,11
18.01.2008	27,55
22.01.2008	35,12
23.01.2008	33,84
24.01.2008	28,07
25.01.2008	26,19
28.01.2008	29,67
29.01.2008	26,61
30.01.2008	27,53
31.01.2008	28,78
01.02.2008	25,66
04.02.2008	25,09
05.02.2008	27,2
06.02.2008	27,75
07.02.2008	29,51
08.02.2008	27,98
11.02.2008	29,14
12.02.2008	26,56
13.02.2008	25,67
14.02.2008	24,64
15.02.2008	25,58
19.02.2008	25,39
20.02.2008	25,6
21.02.2008	24,42
22.02.2008	24,99
25.02.2008	24,06
26.02.2008	23,44
27.02.2008	21,9
28.02.2008	22,69
29.02.2008	23,54
03.03.2008	27,54
04.03.2008	27,19
05.03.2008	25,52
06.03.2008	25,45
07.03.2008	28,52
10.03.2008	28,13
11.03.2008	27,25
12.03.2008	26,39
13.03.2008	27,22
14.03.2008	27,31
17.03.2008	35,14
18.03.2008	32,24
19.03.2008	25,78
20.03.2008	29,84
24.03.2008	26,64
25.03.2008	25,75
26.03.2008	25,75
27.03.2008	25,55
28.03.2008	25,81
31.03.2008	25,71
01.04.2008	25,61
02.04.2008	22,64
03.04.2008	23,84
04.04.2008	23
07.04.2008	22,45
08.04.2008	22,42
09.04.2008	22,36
10.04.2008	22,8
11.04.2008	23,03
14.04.2008	23,46
15.04.2008	23,84
16.04.2008	22,03
17.04.2008	21,13
18.04.2008	20,37
21.04.2008	20,15
22.04.2008	20,47
23.04.2008	20,63
24.04.2008	20,26
25.04.2008	19,6
28.04.2008	20,14
29.04.2008	19,86
30.04.2008	20,24
01.05.2008	20,78
02.05.2008	18,87
05.05.2008	18,68
06.05.2008	18,9
07.05.2008	18,48
08.05.2008	19,73
09.05.2008	19,98
12.05.2008	19,17
13.05.2008	17,79
14.05.2008	17,98
15.05.2008	17,65
16.05.2008	16,3
19.05.2008	16,47
20.05.2008	17,02
21.05.2008	17,64
22.05.2008	18,92
23.05.2008	18,58
27.05.2008	20,78
28.05.2008	19,64
29.05.2008	19,08
30.05.2008	18,14
02.06.2008	17,83
03.06.2008	19,8
04.06.2008	20,64
05.06.2008	20,54
06.06.2008	18,63
09.06.2008	23,56
10.06.2008	24,37
11.06.2008	23,44
12.06.2008	23,61
13.06.2008	23,02
16.06.2008	21,22
17.06.2008	20,96
18.06.2008	21,67
19.06.2008	22,24
20.06.2008	21,58
23.06.2008	22,89
24.06.2008	22,69
25.06.2008	22,42
26.06.2008	22,23
27.06.2008	23,75
30.06.2008	24,25
01.07.2008	25,14
02.07.2008	23,4
03.07.2008	25,92
07.07.2008	25,48
08.07.2008	25,72
09.07.2008	23,16
10.07.2008	25,22
11.07.2008	25,56
14.07.2008	27,49
15.07.2008	28,47
16.07.2008	28,19
17.07.2008	24,58
18.07.2008	25,01
21.07.2008	24,05
22.07.2008	24,02
23.07.2008	21,23
24.07.2008	21,31
25.07.2008	23,45
28.07.2008	22,91
29.07.2008	24,2
30.07.2008	22,03
31.07.2008	22,33
01.08.2008	22,66
04.08.2008	23,53
05.08.2008	22,99
06.08.2008	21,66
07.08.2008	20,23
08.08.2008	21,15
11.08.2008	20,66
12.08.2008	20,64
13.08.2008	21,57
14.08.2008	22,3
15.08.2008	20,24
18.08.2008	19,58
19.08.2008	21,76
20.08.2008	21,3
21.08.2008	20,43
22.08.2008	19,83
25.08.2008	18,78
26.08.2008	20,98
27.08.2008	20,48
28.08.2008	19,36
29.08.2008	19,43
02.09.2008	20,65
03.09.2008	21,99
04.09.2008	22,02
05.09.2008	24,54
08.09.2008	22,22
09.09.2008	22,69
10.09.2008	25,47
11.09.2008	25,38
12.09.2008	24,8
15.09.2008	25,66
16.09.2008	31,7
17.09.2008	31,96
18.09.2008	36,1
19.09.2008	33,07
22.09.2008	32,4
23.09.2008	33,85
24.09.2008	35,7
25.09.2008	35,19
26.09.2008	32,82
29.09.2008	36,92
30.09.2008	43,77
01.10.2008	39,39
02.10.2008	39,82
03.10.2008	45,22
06.10.2008	45,12
07.10.2008	52,05
08.10.2008	53,68
09.10.2008	57,57
10.10.2008	65,85
13.10.2008	69,95
14.10.2008	55,1
15.10.2008	55,69
16.10.2008	69,21
17.10.2008	67,65
20.10.2008	70,4
21.10.2008	52,95
22.10.2008	63,12
23.10.2008	68,03
24.10.2008	67,8
27.10.2008	79,13
28.10.2008	73,3
29.10.2008	66,96
30.10.2008	69,83
31.10.2008	62,93
03.11.2008	60,17
04.11.2008	53,68
05.11.2008	47,73
06.11.2008	56,71
07.11.2008	63,68
10.11.2008	56,09
11.11.2008	59,98
12.11.2008	61,52
13.11.2008	66,45
14.11.2008	62,6
17.11.2008	69,57
18.11.2008	70,09
19.11.2008	68,46
20.11.2008	74,26
21.11.2008	80,74
24.11.2008	71,19
25.11.2008	64,76
26.11.2008	60,9
28.11.2008	56,02
01.12.2008	60,47
02.12.2008	66,68
03.12.2008	62,98
04.12.2008	62,19
05.12.2008	63,64
08.12.2008	58,86
09.12.2008	59,48
10.12.2008	58,91
11.12.2008	55,08
12.12.2008	55,78
15.12.2008	55,68
16.12.2008	56,76
17.12.2008	52
18.12.2008	49,84
19.12.2008	46,01
22.12.2008	44,93
23.12.2008	43,19
24.12.2008	45,02
26.12.2008	44,27
29.12.2008	43,35
30.12.2008	43,99
31.12.2008	41,63
02.01.2009	39,58
05.01.2009	39,24
06.01.2009	38,06
07.01.2009	40,29
08.01.2009	43,38
09.01.2009	41,18
12.01.2009	42,06
13.01.2009	45,84
14.01.2009	46,24
15.01.2009	49,14
16.01.2009	51
20.01.2009	50,12
21.01.2009	51,52
