time,pce
117,1332.6656134356288
118,1345.5424118181115
119,1358.5441425759711
120,1371.665004134463
121,1384.8979643969556
122,1398.2325909065005
123,1411.6601696151304
124,1425.1745264506262
125,1438.769410410244
126,1452.4402330230848
127,1466.180517240004
128,1479.9779965358825
129,1493.8194905409375
130,1507.690193812674
131,1521.573857392764
132,1535.456775163828
133,1549.3227657717032
134,1563.151991975327
135,1576.9283584304596
136,1590.6405719038257
137,1604.2806551287117
138,1617.8476592772033
139,1631.341008179175
140,1644.7551782545372
141,1658.0897692111844
142,1671.3491879323917
143,1684.5368877039018
144,1697.658357916121
145,1710.7182683346214
146,1723.7165637268383
147,1736.658912055358
148,1749.5610289530975
149,1762.4397434550065
150,1775.3155241920902
151,1788.2077962230503
152,1801.1255434893994
153,1814.0777875494996
154,1827.0734723087382
155,1840.1177479650366
156,1853.218275503588
157,1866.377549236414
158,1879.5890195787013
159,1892.8530185177183
160,1906.1812487967181
161,1919.5897141393186
162,1933.1055287164227
163,1946.753897855394
164,1960.5445423185238
165,1974.493473075705
166,1988.6225889715502
167,2002.9472998204758
168,2017.4839775276514
169,2032.2421685376826
170,2047.2158885082918
171,2062.403931481955
172,2077.8161768207888
173,2093.4571771828487
174,2109.331091510737
175,2125.4403083958473
176,2141.77445169251
177,2158.324119177519
178,2175.083933505185
179,2192.0397486719226
180,2209.1710188039974
181,2226.4522885001347
182,2243.847732608491
183,2261.3271672625215
184,2278.8767975103206
185,2296.4854484695156
186,2314.1497686066014
187,2331.869232210487
188,2349.632288368042
189,2367.4372809689994
190,2385.295817757559
191,2403.209565084656
192,2421.1700490869034
193,2439.1614310363702
194,2457.148649930753
195,2475.103032192034
196,2493.020309713635
197,2510.8884934048438
198,2528.6913452693825
199,2546.418981255865
200,2564.052565797734
201,2581.5817109012833
202,2599.0147520358923
203,2616.351336777726
204,2633.579133323999
205,2650.6888974285025
206,2667.6659212176614
207,2684.5005932379495
208,2701.2035945416396
209,2717.785476641187
210,2734.256642376055
211,2750.636180339474
212,2766.9421941680985
213,2783.2008211434686
214,2799.4525388045886
215,2815.7290613555083
216,2832.045811965027
217,2848.4132834149286
218,2864.827590282171
219,2881.2847486309574
220,2897.797988057462
221,2914.3689468617677
222,2930.9865160978156
223,2947.649624262137
224,2964.362173138567
225,2981.1367722357054
226,2998.008107586558
227,3015.0017804343365
228,3032.1178230623736
229,3049.363127667871
230,3066.7455609902186
231,3084.268377534318
232,3101.9483245057727
233,3119.7938791166603
234,3137.7963922834842
235,3155.9565758824688
236,3174.2841373209776
237,3192.7877490783762
238,3211.4844745391374
239,3230.384439909084
240,3249.4762909174265
241,3268.7477349259525
242,3288.1831282741296
243,3307.7596469412897
244,3327.459955043888
245,3347.2575768436222
246,3367.111441102496
247,3386.989709816591
248,3406.8739350860274
249,3426.751433086435
250,3446.626034294307
251,3466.4997506848786
252,3486.3559526322156
253,3506.1889889202075
254,3526.0036886015423
255,3545.795885399552
256,3565.5598181788523
257,3585.2809747926312
258,3604.923548998281
259,3624.461052748705
260,3643.889935881831
261,3663.200850622371
262,3682.385205919887
263,3701.4381570732367
264,3720.3417519954255
265,3739.0860685318758
266,3757.6766702151126
267,3776.11108838129
268,3794.3802499543353
269,3812.4762575125023
270,3830.383780767219
271,3848.0944928505564
272,3865.6195704192355
273,3882.971657898758
274,3900.1674212335242
275,3917.2304937789127
276,3934.1802487336836
277,3951.045080485888
278,3967.86713796432
279,3984.6801634800436
280,4001.5051392969217
281,4018.3575812159147
282,4035.2374914359243
283,4052.146513285726
284,4069.1039727097304
285,4086.1185490364096
286,4103.1885341238985
287,4120.321643596321
288,4137.528765579778
289,4154.829902771016
290,4172.266642148716
291,4189.87192024588
292,4207.655595074953
293,4225.634061086862
294,4243.824090121362
295,4262.237776186221
296,4280.898725383274
297,4299.82169803668
298,4319.004188814071
299,4338.45154802508
300,4358.1771943446365
301,4378.191895179023
302,4398.512310089201
303,4419.14859692597
304,4440.091235598251
305,4461.329600762881
306,4482.850661244851
307,4504.632828004944
308,4526.655602806032
309,4548.889341130087
310,4571.289817483726
311,4593.821668268876
312,4616.465785184416
313,4639.208727185964
314,4662.052722160323
315,4684.999838635733
316,4708.0340238341
317,4731.1517484565165
318,4754.363020358708
319,4777.666451190048
320,4801.053951179166
321,4824.507186466058
322,4847.982945640015
323,4871.447510412188
324,4894.895525145637
325,4918.3133223723235
326,4941.685176165594
327,4965.00203832109
328,4988.242657749468
329,5011.3966558864195
330,5034.47559912789
331,5057.481542835073
332,5080.405138479232
333,5103.240978091718
334,5125.97736144649
335,5148.6099435995975
336,5171.158543419006
337,5193.643970086833
338,5216.088750263411
339,5238.526403106221
340,5260.990246946669
341,5283.524453284007
342,5306.191108933463
343,5329.04172745843
344,5352.107446964918
345,5375.412983703444
346,5398.964787983207
347,5422.769213984919
348,5446.854479453939
349,5471.2337376510595
350,5495.903457677113
351,5520.874107284145
352,5546.164770733643
353,5571.806851444552
354,5597.86185262889
355,5624.379962537992
356,5651.376964424583
357,5678.878838802118
358,5706.914326710979
359,5735.502493793665
360,5764.67441187378
361,5794.446261954917
362,5824.805076677006
363,5855.747931371393
364,5887.2858962532055
365,5919.42237382174
366,5952.165103999862
367,5985.512873374319
368,6019.435211608558
369,6053.900012684131
370,6088.8743306443375
371,6124.308982723063
372,6160.149113840517
373,6196.325841117693
374,6232.747052545427
375,6269.332362922728
376,6306.029037165565
377,6342.7908319889375
378,6379.5916508489745
379,6416.406405529089
380,6453.18259951481
381,6489.886698443526
382,6526.507912572939
383,6563.01450183522
384,6599.3574324109295
385,6635.469862848579
386,6671.24306349392
387,6706.580969090419
388,6741.434009245385
389,6775.73605314853
390,6809.413115148435
391,6842.409064187916
392,6874.660206821134
393,6906.1275896581255
394,6936.82035398889
395,6966.7365231825015
396,6995.850258940643
397,7024.154507874147
398,7051.645640085719
399,7078.329968596105
400,7104.252779130265
401,7129.4604388415855
402,7153.992878076706
403,7177.920488105968
404,7201.3395407421685
405,7224.366059175099
406,7247.151234663563
407,7269.8302860445965
408,7292.48561149201
409,7315.191705600202
410,7337.9982240177815
411,7360.946756468921
412,7384.117276225142
413,7407.556893212343
414,7431.268033457252
415,7455.29242432745
416,7479.715520059766
417,7504.653517120129
418,7530.295934022492
419,7556.813607936178
420,7584.290905986707
421,7612.845272187507
422,7642.615848077272
423,7673.706806918319
424,7706.232146268257
425,7740.261672116711
426,7775.774940040158
427,7812.774112746578
428,7851.313033871432
429,7891.4109497006075
430,7933.080702114487
431,7976.320161499715
432,8021.055202363855
433,8067.2127314312265
434,8114.736966962797
435,8163.516573726291
436,8213.393029669762
437,8264.174265878008
438,8315.604699843912
439,8367.459893759415
440,8419.615593079796
441,8471.9628578426
442,8524.438751405374
443,8576.997608277301
444,8629.525522802252
445,8681.970319016238
446,8734.363885817034
447,8786.66906960055
448,8838.77208429659
449,8890.506460582914
450,8941.575724926473
451,8991.719947530079
452,9040.838422242985
453,9088.773569742047
454,9135.331656508024
455,9180.371107163603
456,9223.710982666118
457,9265.236940142951
458,9304.977678300227
459,9342.910577556555
460,9378.923473353187
461,9412.943982563627
462,9444.885267049895
463,9474.689605788722
464,9502.431938394839
465,9528.184271516813
466,9552.000938230345
467,9574.01365876651
468,9594.39025521518
469,9613.354126539525
470,9631.232660725533
471,9648.293663614579
472,9664.65872429935
473,9680.417123468338
474,9695.56596964571
475,9710.085121630851
476,9724.072342458914
477,9737.5291909067
478,9750.337471980738
479,9762.471873474457
480,9773.988428544219
481,9785.017017855724
482,9795.875275278888
483,9806.814808102943
484,9817.857185780456
485,9829.094684685553
486,9840.651529673967
487,9852.60157922097
488,9865.12126367809
489,9878.313390065676
490,9892.116468703496
491,9906.556804687669
492,9921.766583908158
493,9937.862293248052
494,9955.027980408542
495,9973.396435125363
496,9992.90781570244
497,10013.502908448234
498,10035.113220872154
499,10057.60063492723
500,10080.86312852605
501,10104.723659644125
502,10128.874586684062
503,10153.096563200774
504,10177.311696491548
505,10201.495944769242
506,10225.77336661635
507,10250.264011608693
508,10274.925831175591
509,10299.82536486558
510,10325.14022489048
511,10350.96736093939
512,10377.383613981801
513,10404.3924447517
514,10431.805579616484
515,10459.526289141379
516,10487.684473324554
517,10516.360346494183
518,10545.642601516214
519,10575.634719807944
520,10606.273556022225
521,10637.543254002972
522,10669.534036036663
523,10702.236489738443
524,10735.581420293562
525,10769.46248466764
526,10803.64735642387
527,10837.973362586526
528,10872.470567168848
529,10907.179634347516
530,10942.206124563221
531,10977.672526808397
532,11013.554245182971
533,11049.900552288836
534,11086.868387051281
535,11124.528267795115
536,11162.90591069084
537,11201.966590601214
538,11241.510683470653
539,11281.384986571082
540,11321.59218326544
541,11362.069165243982
542,11402.726028837818
543,11443.491487883763
544,11484.197527364027
545,11524.71454347014
546,11565.011746237602
547,11604.977172834877
548,11644.40999100988
549,11683.099879054726
550,11720.766014069584
551,11757.168452161386
552,11792.223290281445
553,11825.85240521663
554,11858.003529657806
555,11888.674524250646
556,11917.814551687357
557,11945.448627912145
558,11971.72204241124
559,11996.720578789756
560,12020.449300798775
561,12042.88800536864
562,12063.91108128222
563,12083.443846608154
564,12101.59782231994
565,12118.446674327397
566,12134.04089576623
567,12148.462730834648
568,12161.699961288365
569,12173.773623168478
570,12184.796086573366
571,12194.807429738425
572,12203.781683118093
573,12211.672775734758
574,12218.350165736221
